matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,information.venue,information.capacity,statistics.ball_possession.home,statistics.ball_possession.away,statistics.total_shots.home,statistics.total_shots.away,statistics.shots_on_target.home,statistics.shots_on_target.away,statistics.corner_kicks.home,statistics.corner_kicks.away,statistics.shots_off_target.home,statistics.shots_off_target.away,statistics.goalkeeper_saves.home,statistics.goalkeeper_saves.away
SCNdnau2,FINAL,FINISHED,16.02.2025 15:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,2,0,,,Stade Olympique Hammadi Agrebi (Radès),60 000,61%,39%,9,5,3,1,6,2,6,4,1,1
