matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,information.referee,information.venue,information.capacity,statistics.ball_possession.home,statistics.ball_possession.away,statistics.total_shots.home,statistics.total_shots.away,statistics.shots_on_target.home,statistics.shots_on_target.away,statistics.corner_kicks.home,statistics.corner_kicks.away,statistics.yellow_cards.home,statistics.yellow_cards.away,statistics.shots_off_target.home,statistics.shots_off_target.away,statistics.free_kicks.home,statistics.free_kicks.away,statistics.throw-ins.home,statistics.throw-ins.away,statistics.goalkeeper_saves.home,statistics.goalkeeper_saves.away
fsxkAT4k,FINAL,AFTER PENALTIES,18.09.2021 17:30,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,1,2,1-1,3-5,Rezgallah O. (Tun),Stade Olympique Hammadi Agrebi (Radès),60 000,53%,47%,4,4,1,2,6,4,2,2,3,2,18,20,20,10,1,0
