matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,information.venue,information.capacity
lI2UNMYd,SEMI-FINALS,FINISHED,22.04.2018 14:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,1,0,,,Stade Olympique de Sousse (Sousse),40 000
WGd3t9Yu,SEMI-FINALS,AFTER PENALTIES,22.04.2018 14:00,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,2,1-1,4-5,,
AF5uo1Mc,FINAL,FINISHED,13.05.2018 15:30,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,4,1,,,Stade El Menzah (Tunis),39 858
ptQFNRWP,QUARTER-FINALS,FINISHED,04.04.2018 14:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,2,1,,,Stade El Menzah (Tunis),39 858
6aUP04PC,QUARTER-FINALS,FINISHED,04.04.2018 14:30,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,0,5,,,,
4pmTaOvJ,QUARTER-FINALS,AWARDED,04.04.2018 14:00,ES El Aloui,https://static.flashscore.com/res/image/data/OOyrWCjl-pf8VmDUT.png,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,0,3,,,,
6kRBO7HJ,QUARTER-FINALS,AFTER PENALTIES,04.04.2018 12:30,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,0,1,0-0,3-4,,
h0hBduKM,1/8-FINALS,FINISHED,25.02.2018 14:15,Bembla,https://static.flashscore.com/res/image/data/IDspr1Da-Y3QCyThc.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,0,2,,,,
MZdFeaZS,1/8-FINALS,AFTER PENALTIES,25.02.2018 12:30,Moknine,https://static.flashscore.com/res/image/data/l40Nfvil-nPD5ABar.png,ES El Aloui,https://static.flashscore.com/res/image/data/OOyrWCjl-pf8VmDUT.png,1,2,1-1,3-4,,
IeuXDtkc,1/8-FINALS,FINISHED,25.02.2018 12:30,CO Transports,https://static.flashscore.com/res/image/data/G4LS52wS-Y9XrgGum.png,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,0,1,,,,
4hikkcCd,1/8-FINALS,AFTER PENALTIES,25.02.2018 14:00,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,0,1,0-0,2-4,,
E9g7cL4G,1/8-FINALS,AFTER EXTRA TIME,25.02.2018 12:00,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,CO Medenine,https://static.flashscore.com/res/image/data/SUjK8zcM-KUuVL7Sc.png,2,1,1-1,,,
67Yojwcj,1/8-FINALS,FINISHED,25.02.2018 12:30,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,1,0,,,,
MD3HbSaE,1/16-FINALS,FINISHED,04.02.2018 14:00,Chebika,https://static.flashscore.com/res/image/data/WI2Antf5-UVwUcMgI.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,4,,,,
Wp42b1kA,1/8-FINALS,NOT STARTED,24.02.2018 14:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,,,,,,
OrqsiJsp,1/8-FINALS,AFTER EXTRA TIME,24.02.2018 13:30,Sbikha,https://static.flashscore.com/res/image/data/2kBe06Fa-SKzhCmi9.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,3,0-0,,,
f7BVzP77,1/16-FINALS,FINISHED,04.02.2018 12:30,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,Sfax Railways,https://static.flashscore.com/res/image/data/jwqoOUEa-v9Pmbxzb.png,2,0,,,,
