matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,information.venue,information.capacity
lbp04LJ2,SEMI-FINALS,FINISHED,06.06.2019 14:00,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,2,,
fXCm4ER3,SEMI-FINALS,AFTER PENALTIES,06.06.2019 16:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,2,1,1-1,4-2
vNaYeuVS,QUARTER-FINALS,AFTER EXTRA TIME,11.05.2019 14:30,Bousalem,https://static.flashscore.com/res/image/data/rZHuvmzB-d0jfhUxB.png,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,2,3,2-2,
YZLeK0YS,QUARTER-FINALS,FINISHED,03.06.2019 14:30,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,0,,,Stade Olympique de Sousse (Sousse),40 000
xCjDO2NN,FINAL,AFTER PENALTIES,17.08.2019 18:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,0,1,0-0,4-5,Stade Olympique Hammadi Agrebi (Radès),60 000
Mo5TdLFM,QUARTER-FINALS,FINISHED,11.05.2019 14:30,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,3,1,,,Stade El Menzah (Tunis),39 858
bHgIy233,QUARTER-FINALS,FINISHED,09.05.2019 14:30,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,EGS Gafsa,https://static.flashscore.com/res/image/data/4QpefwEa-6kIbSAtS.png,1,0,,,,
WWSEHs0I,1/8-FINALS,FINISHED,02.04.2019 14:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,1,0,,,Stade El Menzah (Tunis),39 858
UkyORRNP,1/8-FINALS,AFTER EXTRA TIME,02.04.2019 14:00,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,1,2,1-1,,,
rcHbLP0g,1/8-FINALS,FINISHED,26.03.2019 14:00,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,1,2,,,,
