matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,information.referee,information.venue,information.capacity,statistics.ball_possession.home,statistics.ball_possession.away,statistics.total_shots.home,statistics.total_shots.away,statistics.shots_on_target.home,statistics.shots_on_target.away,statistics.corner_kicks.home,statistics.corner_kicks.away,statistics.yellow_cards.home,statistics.yellow_cards.away,statistics.shots_off_target.home,statistics.shots_off_target.away,statistics.goalkeeper_saves.home,statistics.goalkeeper_saves.away
QcxyudmA,1/8-FINALS,FINISHED,27.04.2025 14:30,JS Manouba,https://static.flashscore.com/res/image/data/UysJ4BYA-rigiXqfi.png,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,0,2,,,,,,,,,,,,,,,,,,,
CfC1QdYG,1/8-FINALS,FINISHED,27.04.2025 14:30,EGS Gafsa,https://static.flashscore.com/res/image/data/4QpefwEa-6kIbSAtS.png,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,1,0,,,,,,,,,,,,,,,,,,,
2PjtJEQj,1/8-FINALS,FINISHED,26.04.2025 14:30,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,0,2,,,,Gabes Municipal Stadium (Gabes),15 000,,,,,,,,,,,,,,
hfyq7M5L,1/8-FINALS,FINISHED,26.04.2025 14:30,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,0,4,,,,,,,,,,,,,,,,,,,
IiF9Oz3T,1/8-FINALS,FINISHED,26.04.2025 14:30,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Djelma,https://static.flashscore.com/res/image/data/lxKtpOAr-8bK9aO3T.png,5,0,,,,Stade Mustapha Ben Jannet (Monastir),20 000,,,,,,,,,,,,,,
CUdObHo1,1/16-FINALS,FINISHED,16.04.2025 14:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Kasserine,https://static.flashscore.com/res/image/data/z7hlOnFa-h0aVzwOp.png,6,0,,,,Stade Olympique Hammadi Agrebi (Radès),60 000,,,,,,,,,,,,,,
hKtkpIW7,1/16-FINALS,FINISHED,08.04.2025 14:00,Bembla,https://static.flashscore.com/res/image/data/IDspr1Da-Y3QCyThc.png,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,2,4,,,,,,,,,,,,,,,,,,,
hrJTvNfS,1/16-FINALS,FINISHED,07.04.2025 13:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,JS Omrane,https://static.flashscore.com/res/image/data/pjE2rXCr-n1oCCiBU.png,2,1,,,,Stade Mustapha Ben Jannet (Monastir),20 000,,,,,,,,,,,,,,
ptb8Xvm2,1/16-FINALS,FINISHED,06.04.2025 14:00,Djelma,https://static.flashscore.com/res/image/data/lxKtpOAr-8bK9aO3T.png,Progres Sakiet,https://static.flashscore.com/res/image/data/t0YQckjl-W8kdK7Z2.png,1,0,,,,,,,,,,,,,,,,,,,
KWHq6agR,1/16-FINALS,FINISHED,06.04.2025 14:00,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,0,2,,,,Metlaoui Municipal stadium (Metlaoui),4 000,,,,,,,,,,,,,,
vHbG0wHl,1/16-FINALS,FINISHED,06.04.2025 14:00,Mornag,https://static.flashscore.com/res/image/data/KjaEYFHG-prSipFA5.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,0,1,,,,,,,,,,,,,,,,,,,
0S4Kr5e3,1/16-FINALS,FINISHED,06.04.2025 14:00,Om Laarayes,https://static.flashscore.com/res/image/data/nqMkgcCr-ATkVBvXc.png,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,1,2,,,,,,,,,,,,,,,,,,,
Yu3StqQF,1/16-FINALS,FINISHED,06.04.2025 14:00,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,0,1,,,,Stade Nejib Khattab (Tataouine),,,,,,,,,,,,,,,
OQ9aZ0Ik,1/16-FINALS,FINISHED,06.04.2025 14:00,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,Sidi Bouzid,https://static.flashscore.com/res/image/data/E1DgnkwS-IN4jHlGF.png,1,0,,,,Stade Hedi-Enneifer (Le Bardo),,,,,,,,,,,,,,,
Cnjferu9,1/16-FINALS,FINISHED,06.04.2025 14:00,Zriba-Hammam,https://static.flashscore.com/res/image/data/CEuNRogl-lY5YAD4f.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,0,5,,,,,,,,,,,,,,,,,,,
pKMXK13d,1/16-FINALS,AFTER PENALTIES,05.04.2025 14:00,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,1,0,0-0,5-4,,7 March Stadium (Ben Guerdane),2 000,,,,,,,,,,,,,,
YFJy8LOE,1/16-FINALS,FINISHED,05.04.2025 14:00,EGS Gafsa,https://static.flashscore.com/res/image/data/4QpefwEa-6kIbSAtS.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,2,1,,,,,,,,,,,,,,,,,,,
pfwsnv2e,1/16-FINALS,FINISHED,05.04.2025 14:00,Jendouba Sport,https://static.flashscore.com/res/image/data/zZ6CEqDa-xn8wh4Km.png,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,0,1,,,,,,,,,,,,,,,,,,,
8djXdeGD,1/16-FINALS,AFTER EXTRA TIME,05.04.2025 14:00,JS Kairouan,https://static.flashscore.com/res/image/data/xQfAzKCa-beBXmIt1.png,Sfax Railways,https://static.flashscore.com/res/image/data/jwqoOUEa-v9Pmbxzb.png,1,0,0-0,,,,,,,,,,,,,,,,,,
lSqYm0Xr,1/16-FINALS,FINISHED,05.04.2025 14:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Msaken,https://static.flashscore.com/res/image/data/AqMl5kwS-OMKvAEwD.png,0,1,,,,Boujemaa Kmiti Stadium (Béja),15 000,,,,,,,,,,,,,,
hdb2gM9L,1/16-FINALS,AFTER EXTRA TIME,03.04.2025 14:00,Khniss,https://static.flashscore.com/res/image/data/bHjnJcYg-CfPGzm83.png,JS Manouba,https://static.flashscore.com/res/image/data/UysJ4BYA-rigiXqfi.png,0,1,0-0,,,,,,,,,,,,,,,,,,
nBPKd3l2,1/32-FINALS,AFTER EXTRA TIME,12.02.2025 13:30,Om Laarayes,https://static.flashscore.com/res/image/data/nqMkgcCr-ATkVBvXc.png,Widad Sers,https://static.flashscore.com/res/image/data/pU4rSEf5-UJm4EDtI.png,1,0,0-0,,,,,,,,,,,,,,,,,,
Q10I7uKH,1/32-FINALS,FINISHED,12.02.2025 13:30,Zriba-Hammam,https://static.flashscore.com/res/image/data/CEuNRogl-lY5YAD4f.png,Megrine,https://static.flashscore.com/res/image/data/4pMCcFZA-QeC5jIFp.png,1,0,,,,,,,,,,,,,,,,,,,
zoolXqQE,1/32-FINALS,AFTER PENALTIES,02.02.2025 13:30,Khdhra Sport,https://static.flashscore.com/res/image/data/G8D3asZg-8nIPpS6c.png,Msaken,https://static.flashscore.com/res/image/data/AqMl5kwS-OMKvAEwD.png,0,1,0-0,3-4,,,,,,,,,,,,,,,,,
IycA91k5,1/32-FINALS,FINISHED,02.02.2025 13:30,Mornag,https://static.flashscore.com/res/image/data/KjaEYFHG-prSipFA5.png,Menzel Bourguiba,https://static.flashscore.com/res/image/data/l6B352YA-E5K8jcI6.png,2,1,,,,,,,,,,,,,,,,,,,
fZcMEyAm,1/32-FINALS,FINISHED,02.02.2025 13:30,Sfax Railways,https://static.flashscore.com/res/image/data/jwqoOUEa-v9Pmbxzb.png,AS Marsa,https://static.flashscore.com/res/image/data/0E0qbpCa-zgzLiH7t.png,3,2,,,,,,,,,,,,,,,,,,,
CCagB23e,1/32-FINALS,FINISHED,01.02.2025 13:30,Badr El Ain,https://static.flashscore.com/res/image/data/ALVucTCa-pEKLWfdn.png,JS Kairouan,https://static.flashscore.com/res/image/data/xQfAzKCa-beBXmIt1.png,2,5,,,,,,,,,,,,,,,,,,,
S627K6t9,1/32-FINALS,FINISHED,01.02.2025 13:30,Bembla,https://static.flashscore.com/res/image/data/IDspr1Da-Y3QCyThc.png,Aigle Teboulba,https://static.flashscore.com/res/image/data/YBGpGNyS-pEKLWfdn.png,3,1,,,,,,,,,,,,,,,,,,,
AVmo9XwP,1/32-FINALS,AFTER EXTRA TIME,01.02.2025 13:30,Chebika,https://static.flashscore.com/res/image/data/WI2Antf5-UVwUcMgI.png,Djelma,https://static.flashscore.com/res/image/data/lxKtpOAr-8bK9aO3T.png,0,2,0-0,,,,,,,,,,,,,,,,,,
8vg29tY7,1/32-FINALS,FINISHED,01.02.2025 13:30,Ettadhamen,https://static.flashscore.com/res/image/data/MDzXtRHG-4KQPUa83.png,JS Manouba,https://static.flashscore.com/res/image/data/UysJ4BYA-rigiXqfi.png,1,2,,,,,,,,,,,,,,,,,,,
va1oDOYr,1/32-FINALS,FINISHED,01.02.2025 13:30,Jebel Jeloud,https://static.flashscore.com/res/image/data/CfwcI3e5-n7K0FrG3.png,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,0,1,,,,,,,,,,,,,,,,,,,
tjdUCFv0,1/32-FINALS,AFTER EXTRA TIME,01.02.2025 13:30,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,Oued Ellil,https://static.flashscore.com/res/image/data/MXILGUyS-r35YtXLa.png,1,0,0-0,,,,,,,,,,,,,,,,,,
MRKRtmH8,1/32-FINALS,FINISHED,01.02.2025 13:30,Kasserine,https://static.flashscore.com/res/image/data/z7hlOnFa-h0aVzwOp.png,Sportive Kebili,https://static.flashscore.com/res/image/data/hEUkKDYg-0z8nUFHm.png,6,0,,,,,,,,,,,,,,,,,,,
xIkwBg9C,1/32-FINALS,FINISHED,01.02.2025 13:30,Khniss,https://static.flashscore.com/res/image/data/bHjnJcYg-CfPGzm83.png,AS Hamma,https://static.flashscore.com/res/image/data/vqEXFCe5-ADJD92t1.png,2,0,,,,,,,,,,,,,,,,,,,
zX5FIpBL,1/32-FINALS,FINISHED,01.02.2025 13:30,Menzel Temim,https://static.flashscore.com/res/image/data/fkidxaCa-hAnDbxIP.png,Jendouba Sport,https://static.flashscore.com/res/image/data/zZ6CEqDa-xn8wh4Km.png,0,6,,,,,,,,,,,,,,,,,,,
jP5gDqjt,1/32-FINALS,FINISHED,01.02.2025 13:30,Progres Sakiet,https://static.flashscore.com/res/image/data/t0YQckjl-W8kdK7Z2.png,ES Fahs,https://static.flashscore.com/res/image/data/zFgejddM-8jMHXzst.png,5,0,,,,,,,,,,,,,,,,,,,
dM81BNKh,1/32-FINALS,FINISHED,01.02.2025 13:30,Sidi Bouzid,https://static.flashscore.com/res/image/data/E1DgnkwS-IN4jHlGF.png,Nahdha Jammal,https://static.flashscore.com/res/image/data/4Eq412GG-Cp6CJY2p.png,2,0,,,,,,,,,,,,,,,,,,,
ttHKYh6d,1/64-FINALS,FINISHED,20.01.2025 13:30,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,BS Bouhajla,https://static.flashscore.com/res/image/data/SM566Fhl-f76oETpp.png,1,0,,,,,,,,,,,,,,,,,,,
0Oz5vOxI,1/64-FINALS,FINISHED,19.01.2025 13:30,EM Mahdia,https://static.flashscore.com/res/image/data/G8k40aCa-ITL0iSYq.png,AS Marsa,https://static.flashscore.com/res/image/data/0E0qbpCa-zgzLiH7t.png,1,3,,,,,,,,,,,,,,,,,,,
MHmwQONO,1/64-FINALS,FINISHED,19.01.2025 13:30,Kalaa,https://static.flashscore.com/res/image/data/2DC3QnBr-GjCwVWmD.png,Djelma,https://static.flashscore.com/res/image/data/lxKtpOAr-8bK9aO3T.png,1,2,,,,,,,,,,,,,,,,,,,
pENBzFyp,1/64-FINALS,FINISHED,19.01.2025 13:30,ES Jerba,https://static.flashscore.com/res/image/data/8W1ttZWg-SfBPiv7T.png,JS Kairouan,https://static.flashscore.com/res/image/data/xQfAzKCa-beBXmIt1.png,0,2,,,,,,,,,,,,,,,,,,,
CtTnpS8t,1/64-FINALS,AFTER PENALTIES,19.01.2025 13:30,Menzel Bourguiba,https://static.flashscore.com/res/image/data/l6B352YA-E5K8jcI6.png,Korba,https://static.flashscore.com/res/image/data/2u7FXwxS-xn8wh4Km.png,2,1,1-1,4-1,,,,,,,,,,,,,,,,,
02aURpgC,1/64-FINALS,FINISHED,19.01.2025 13:30,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,Megrine,https://static.flashscore.com/res/image/data/4pMCcFZA-QeC5jIFp.png,0,1,,,,,,,,,,,,,,,,,,,
C24Nd5hn,1/64-FINALS,FINISHED,19.01.2025 13:30,Sfax Railways,https://static.flashscore.com/res/image/data/jwqoOUEa-v9Pmbxzb.png,Ariana,https://static.flashscore.com/res/image/data/KlFYhsAr-xn8wh4Km.png,1,0,,,,,,,,,,,,,,,,,,,
8fsNT6Oa,1/64-FINALS,FINISHED,18.01.2025 13:30,AS Agareb,https://static.flashscore.com/res/image/data/4tKtohe5-hAnDbxIP.png,Jendouba Sport,https://static.flashscore.com/res/image/data/zZ6CEqDa-xn8wh4Km.png,0,2,,,,,,,,,,,,,,,,,,,
ER0vgNiB,1/64-FINALS,FINISHED,18.01.2025 13:30,Kasserine,https://static.flashscore.com/res/image/data/z7hlOnFa-h0aVzwOp.png,OC Kerkennah,https://static.flashscore.com/res/image/data/d8OFA7eM-xtN7tOLM.png,1,0,,,,,,,,,,,,,,,,,,,
8lvDx27U,1/64-FINALS,FINISHED,18.01.2025 13:30,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,Msaken,https://static.flashscore.com/res/image/data/AqMl5kwS-OMKvAEwD.png,0,2,,,,,,,,,,,,,,,,,,,
KS7VfqNb,1/64-FINALS,FINISHED,18.01.2025 13:30,Moknine,https://static.flashscore.com/res/image/data/l40Nfvil-nPD5ABar.png,Progres Sakiet,https://static.flashscore.com/res/image/data/t0YQckjl-W8kdK7Z2.png,0,2,,,,,,,,,,,,,,,,,,,
88Mer6wg,1/64-FINALS,FINISHED,18.01.2025 13:30,Oued Ellil,https://static.flashscore.com/res/image/data/MXILGUyS-r35YtXLa.png,Espoir Rogba,https://static.flashscore.com/res/image/data/K6T89IXg-63ZB9bOR.png,2,0,,,,,,,,,,,,,,,,,,,
CSmEVSgm,1/64-FINALS,FINISHED,18.01.2025 13:30,Redeyef,https://static.flashscore.com/res/image/data/65rUqnzB-xzIaewWu.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,1,2,,,,,,,,,,,,,,,,,,,
tMK3tp85,1/64-FINALS,FINISHED,18.01.2025 13:30,Sidi Bouzid,https://static.flashscore.com/res/image/data/E1DgnkwS-IN4jHlGF.png,Rades,https://static.flashscore.com/res/image/data/G4HsLPfM-QNK91MhA.png,1,1,,,,,,,,,,,,,,,,,,,
