matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,information.venue,information.capacity
OfwHInSF,SEMI-FINALS,FINISHED,26.08.2015 16:00,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,4,,
IHxLH6sM,SEMI-FINALS,FINISHED,26.08.2015 16:00,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,2,1,,
dIABDNgE,FINAL,FINISHED,29.08.2015 15:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,4,3,,
dh7BlXTE,QUARTER-FINALS,FINISHED,16.08.2015 18:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,2,,
AeBFmiqL,QUARTER-FINALS,AFTER EXTRA TIME,15.08.2015 18:00,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,1,2,1-1,
hK0KnBbR,QUARTER-FINALS,AFTER EXTRA TIME,16.08.2015 17:00,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,2,1,1-1,
hzozHOfF,1/8-FINALS,AFTER PENALTIES,05.08.2015 16:00,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,AS Marsa,https://static.flashscore.com/res/image/data/0E0qbpCa-zgzLiH7t.png,1,0,0-0,3-0
fTnnrV6r,QUARTER-FINALS,FINISHED,15.08.2015 17:00,AS Djerba,https://static.flashscore.com/res/image/data/rgFzPdYA-KYuuicg3.png,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,1,3,,
byUI802e,1/8-FINALS,FINISHED,05.08.2015 16:00,Kalaa,https://static.flashscore.com/res/image/data/2DC3QnBr-GjCwVWmD.png,AS Djerba,https://static.flashscore.com/res/image/data/rgFzPdYA-KYuuicg3.png,1,2,,
29zAAMXr,1/8-FINALS,AFTER PENALTIES,05.08.2015 16:00,JS Kairouan,https://static.flashscore.com/res/image/data/xQfAzKCa-beBXmIt1.png,Stade Tunisien,https://static.flashscore.com/res/image/data/WWpbDXxS-GOX2DTa1.png,1,2,1-1,7-8
pYPE9tmk,1/8-FINALS,FINISHED,05.08.2015 16:00,Jeunesse Soukra,https://static.flashscore.com/res/image/data/IgO7K1ZA-Qmtm30D7.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,0,1,,
ABeVH4u9,1/8-FINALS,AWARDED,05.08.2015 16:00,Kasserine,https://static.flashscore.com/res/image/data/z7hlOnFa-h0aVzwOp.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,0,3,,
hbTM7KH1,1/8-FINALS,AWARDED,05.08.2015 16:00,Stade Gabesien,https://static.flashscore.com/res/image/data/YBoBnxAr-b3uqjdCG.png,AS Gabes,https://static.flashscore.com/res/image/data/dMU2lUcM-EgOnwaeL.png,3,0,,
WQqvGrAL,1/8-FINALS,FINISHED,04.08.2015 18:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,3,2,,
00lrF2PR,1/8-FINALS,FINISHED,04.08.2015 18:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,0,,,Stade Olympique de Sousse (Sousse),40 000
UgNaicX7,1/16-FINALS,FINISHED,22.02.2015 14:00,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,1,2,,,,
ATOB2Nu9,1/16-FINALS,AWARDED,22.02.2015 14:00,Bousalem,https://static.flashscore.com/res/image/data/rZHuvmzB-d0jfhUxB.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,0,2,,,,
hhEG1seF,1/16-FINALS,AFTER PENALTIES,22.02.2015 14:00,Cheminots,https://static.flashscore.com/res/image/data/EPhn0cDa-W6G6DmEi.png,AS Djerba,https://static.flashscore.com/res/image/data/rgFzPdYA-KYuuicg3.png,2,3,1-1,1-3,,
