matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,result.regulationTime,result.penalties,home_scorers,away_scorers,information.venue,information.capacity
Qyg6t4bE,ROUND 5,FINISHED,26.05.2022 16:00,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,1,0,,,,,,
80rBuODK,ROUND 5,FINISHED,26.05.2022 16:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,0,0,,,,,Boujemaa Kmiti Stadium (Béja),15 000
vqZtz2yr,ROUND 6,FINISHED,29.05.2022 16:00,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,1,1,,,,,,
SrKfFSQg,ROUND 7,FINISHED,26.05.2022 16:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,2,1,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
b9FjG8Bm,ROUND 7,FINISHED,26.05.2022 16:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,3,2,,,,,,
6ZIbEnt0,ROUND 7,FINISHED,25.05.2022 16:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,0,,,,,,
CnAipFyJ,ROUND 4,FINISHED,23.05.2022 15:00,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,1,0,,,,,,
QkbZ8bEJ,ROUND 4,FINISHED,23.05.2022 15:00,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,2,1,,,,,,
KIGnHlds,ROUND 6,FINISHED,22.05.2022 16:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,3,0,,,,,Stade Olympique de Sousse (Sousse),40 000
EyvKLUmQ,ROUND 6,FINISHED,22.05.2022 16:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,1,1,,,,,,
EufL0TB0,ROUND 5,FINISHED,19.05.2022 16:00,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,0,3,,,,,7 March Stadium (Ben Guerdane),2 000
21zGMAYJ,ROUND 6,FINISHED,21.05.2022 16:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,2,1,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
A7mUb7tD,ROUND 5,FINISHED,18.05.2022 16:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,0,1,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
GKGrny76,ROUND 3,FINISHED,18.05.2022 15:00,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,1,1,,,,,,
hWhPamR6,ROUND 5,FINISHED,17.05.2022 16:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,1,0,,,,,,
YeBmoeMC,ROUND 3,FINISHED,18.05.2022 15:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,2,0,,,,,Boujemaa Kmiti Stadium (Béja),15 000
Oj183VRs,ROUND 4,FINISHED,15.05.2022 16:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
U3h1ZcN0,9TH PLACE,FINISHED,15.05.2022 15:00,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,2,1,,,,,,
OQi5YHx7,7TH PLACE,FINISHED,15.05.2022 15:00,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,5,3,,,,,,
6FjD2ksl,ROUND 4,FINISHED,14.05.2022 16:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,3,0,,,,,,
xGWIl1Vl,ROUND 2,FINISHED,14.05.2022 15:00,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,1,0,,,,,,
G6VMmLpe,ROUND 2,FINISHED,14.05.2022 15:00,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,1,1,,,,,,
KIfH19df,ROUND 4,FINISHED,13.05.2022 16:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,0,0,,,,,,
S60w9i4K,ROUND 3,FINISHED,08.05.2022 16:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,0,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
tC9lKvX2,ROUND 1,FINISHED,07.05.2022 15:00,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,2,1,,,,,,
lG1Z9XlE,ROUND 3,FINISHED,07.05.2022 16:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,2,4,,,,,Stade Olympique de Sousse (Sousse),40 000
hdG6eef2,ROUND 1,FINISHED,07.05.2022 15:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,3,0,,,,,Boujemaa Kmiti Stadium (Béja),15 000
nBNjolCD,ROUND 2,FINISHED,04.05.2022 16:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,1,1,,,,,Stade Olympique de Sousse (Sousse),40 000
MsFt8BJQ,ROUND 3,FINISHED,07.05.2022 15:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,0,0,,,,,,
Y7JnnUd7,ROUND 2,FINISHED,04.05.2022 15:00,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,0,1,,,,,7 March Stadium (Ben Guerdane),2 000
voKrmAs1,ROUND 2,FINISHED,03.05.2022 16:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,1,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
rJQZlWCl,ROUND 1,FINISHED,29.04.2022 13:30,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,5,,,,,7 March Stadium (Ben Guerdane),2 000
4SRVkCcr,ROUND 1,FINISHED,29.04.2022 13:30,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,2,1,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
nmu4fhkR,ROUND 1,FINISHED,28.04.2022 13:30,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,0,,,,,,
UckRPBvL,ROUND 14,FINISHED,18.04.2022 13:30,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,0,1,,,,,7 March Stadium (Ben Guerdane),2 000
8llVOVgR,ROUND 14,FINISHED,18.04.2022 13:30,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,2,0,,,,,,
zyjNQiPE,ROUND 14,FINISHED,18.04.2022 13:30,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,1,2,,,,,,
lrWcKk2r,ROUND 14,FINISHED,18.04.2022 13:30,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,2,1,,,,,,
MeU5ITWf,ROUND 14,AWARDED,13.04.2022 13:30,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,0,2,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
SYU1J9Hl,ROUND 14,FINISHED,13.04.2022 13:30,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,2,2,,,,,Stade Municipal Bou Ali-Lahouar (Sousse),6 500
INNEG717,ROUND 14,FINISHED,13.04.2022 13:30,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,0,1,,,,,,
zaY9Hmn1,ROUND 14,FINISHED,13.04.2022 13:30,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,1,0,,,,,,
fTYjOb3G,ROUND 13,FINISHED,10.04.2022 13:30,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,2,0,,,,,,
dffX3UH1,ROUND 13,FINISHED,10.04.2022 13:30,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,0,0,,,,,,
lUjP5jmk,ROUND 13,FINISHED,10.04.2022 13:30,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,3,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
06ZnPvlA,ROUND 13,FINISHED,10.04.2022 13:30,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,1,1,,,,,,
651K6WXr,ROUND 13,FINISHED,10.04.2022 13:30,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,0,0,,,,,,
xjXJRX98,ROUND 13,FINISHED,10.04.2022 13:30,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,0,0,,,,,Boujemaa Kmiti Stadium (Béja),15 000
zogy3lX7,ROUND 13,FINISHED,10.04.2022 13:30,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,0,2,,,,,,
SKkT4A2e,ROUND 13,FINISHED,10.04.2022 13:30,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,0,1,,,,,,
MDwX0fsH,ROUND 12,FINISHED,06.04.2022 13:30,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,2,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
tpuVtZko,ROUND 12,FINISHED,06.04.2022 13:30,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,0,0,,,,,7 March Stadium (Ben Guerdane),2 000
jFML3dcb,ROUND 12,FINISHED,06.04.2022 13:30,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,1,1,,,,,,
xOd1qSBq,ROUND 12,FINISHED,06.04.2022 13:30,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,1,0,,,,,Stade Municipal Bou Ali-Lahouar (Sousse),6 500
8jXG4xrh,ROUND 12,FINISHED,06.04.2022 13:30,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,2,1,,,,,,
UaYC5ISo,ROUND 12,FINISHED,06.04.2022 13:30,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,2,1,,,,,,
l0uP2GC4,ROUND 12,FINISHED,06.04.2022 13:30,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,0,0,,,,,,
bBxahCY5,ROUND 11,FINISHED,16.03.2022 14:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,0,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
rNvT1zSA,ROUND 12,FINISHED,06.04.2022 13:30,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,2,1,,,,,,
CEt3iWmC,ROUND 11,FINISHED,16.03.2022 14:00,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,0,0,,,,,,
6yt7jj3I,ROUND 11,FINISHED,16.03.2022 14:00,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,0,3,,,,,,
pKpnEgeP,ROUND 11,FINISHED,13.03.2022 14:00,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,2,0,,,,,,
tjWH8XIn,ROUND 11,FINISHED,13.03.2022 14:00,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,0,1,,,,,,
pSvBkAIO,ROUND 11,FINISHED,13.03.2022 14:00,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,1,1,,,,,,
nTWD9D3t,ROUND 11,FINISHED,13.03.2022 14:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,0,,,,,Boujemaa Kmiti Stadium (Béja),15 000
fgzM7iYh,ROUND 11,FINISHED,13.03.2022 14:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,1,0,,,,,,
joVziHC8,ROUND 10,FINISHED,09.03.2022 14:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,0,1,,,,,,
xrsgSXZ7,ROUND 10,FINISHED,09.03.2022 14:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,4,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
UyUvjySE,ROUND 10,FINISHED,09.03.2022 14:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,0,0,,,,,Stade Hamada Laouani (Kairouan),25 000
Y9bAzdSR,ROUND 10,FINISHED,09.03.2022 14:00,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,0,0,,,,,,
zJpxWFzq,ROUND 10,FINISHED,09.03.2022 14:00,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,1,0,,,,,,
rqlpUg5e,ROUND 10,FINISHED,09.03.2022 14:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,0,1,,,,,Boujemaa Kmiti Stadium (Béja),15 000
Q7wkTDK1,ROUND 10,FINISHED,09.03.2022 14:00,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,1,0,,,,,,
4hktVZkk,ROUND 10,FINISHED,09.03.2022 14:00,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,1,0,,,,,,
2g2zgQ93,ROUND 9,FINISHED,06.03.2022 14:00,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,1,0,,,,,,
t2pOgb7I,ROUND 8,FINISHED,03.03.2022 14:00,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,CS Sfaxien,https://static.flashscore.com/res/image/data/p8kZTpYg-8QjOsK1t.png,2,1,,,,,,
jTDjkr9S,ROUND 9,FINISHED,05.03.2022 14:00,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,1,1,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
06HlAJia,ROUND 8,FINISHED,02.03.2022 14:00,Etoile Sahel,https://static.flashscore.com/res/image/data/6klw1Cf5-8flds5zI.png,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,2,0,,,,,Stade Mustapha Ben Jannet (Monastir),20 000
0jTQfvhC,ROUND 8,FINISHED,02.03.2022 14:00,Esperance Tunis,https://static.flashscore.com/res/image/data/hOAuxACa-QwBpoY8M.png,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,0,0,,,,,Stade Olympique Hammadi Agrebi (Radès),60 000
8W2Wg6fc,ROUND 9,FINISHED,27.02.2022 14:00,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,Metlaoui,https://static.flashscore.com/res/image/data/AXYBOhe5-xQxsaZ8c.png,1,0,,,,,7 March Stadium (Ben Guerdane),2 000
Mg9njOgM,ROUND 9,FINISHED,27.02.2022 14:00,Monastir,https://static.flashscore.com/res/image/data/d0ShEHHG-OlRcOd3K.png,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,0,1,,,,,,
Uu4Sfnui,ROUND 9,FINISHED,26.02.2022 14:00,Hamam-Sousse,https://static.flashscore.com/res/image/data/GKVulS9r-OIM3sMvL.png,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,1,0,,,,,,
r3Ari4vG,ROUND 9,FINISHED,26.02.2022 14:00,Soliman,https://static.flashscore.com/res/image/data/nHaj7LEa-fZGJDt4L.png,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,0,1,,,,,,
jeYonfyi,ROUND 9,FINISHED,26.02.2022 14:00,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,1,0,,,,,,
0vLwhpP9,ROUND 9,FINISHED,26.02.2022 14:00,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,Chebba,https://static.flashscore.com/res/image/data/EstmlQXg-4Cdm8uR5.png,2,1,,,,,,
YeX9H1aP,ROUND 8,FINISHED,20.02.2022 14:00,Hammam-Lif,https://static.flashscore.com/res/image/data/OS9H90g5-25iFJh20.png,Ben Guerdane,https://static.flashscore.com/res/image/data/d6nyMpHG-bNN2piW2.png,0,0,,,,,,
htEtCuNn,ROUND 8,FINISHED,20.02.2022 14:00,Olympique Beja,https://static.flashscore.com/res/image/data/lxopNQf5-lhdmzxg9.png,Zarzis,https://static.flashscore.com/res/image/data/txwPSRf5-Eua5PHRE.png,0,1,,,,,Boujemaa Kmiti Stadium (Béja),15 000
AHOyDL7t,ROUND 8,FINISHED,20.02.2022 14:00,Rejiche,https://static.flashscore.com/res/image/data/EDIblgxS-Ago1dcAB.png,Club Africain,https://static.flashscore.com/res/image/data/MmqUP4GG-bob4M53H.png,0,1,,,,,,
KhqShIMO,ROUND 8,FINISHED,19.02.2022 14:00,CA Bizertin,https://static.flashscore.com/res/image/data/6Z47bcxS-KnNw8eel.png,US Tataouine,https://static.flashscore.com/res/image/data/46y5U5g5-lQPuHXzh.png,0,1,,,,,,
